alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
low - returns,2016,1089,1813,-1.10M,-1.30,-3.44,-11.00%,9.51%,1.58%,-138.11bpm
low - returns,2017,1074,1837,68.4K,1.40,3.41,8.20%,0.39%,1.39%,117.46bpm
low - returns,2012-2017,1112,1795,-424K,-0.13,-0.09,-0.86%,9.61%,1.85%,-9.23bpm
low * returns,2012,1421,1488,-879K,-2.65,-0.94,-10.45%,4.97%,82.93%,-2.50bpm
low * returns,2013,1373,1546,-895K,-2.37,-0.78,-8.95%,4.54%,81.86%,-2.17bpm
low * returns,2014,1398,1514,-971K,-1.26,-0.43,-9.71%,7.55%,81.79%,-2.35bpm
low * returns,2015,1407,1488,-1.36M,-2.42,-0.98,-13.56%,7.26%,83.86%,-3.21bpm
low * returns,2016,1409,1493,-961K,-2.07,-0.71,-9.61%,5.71%,82.71%,-2.31bpm
low * returns,2017,1392,1519,108K,5.10,1.99,13.00%,0.20%,85.57%,3.02bpm
low * returns,2012-2017,1401,1507,-4.95M,-1.88,-0.66,-10.06%,26.74%,82.67%,-2.41bpm
returns/low,2012,1472,1437,1.73M,1.51,0.75,20.61%,5.75%,82.60%,4.95bpm
returns/low,2013,1400,1519,1.61M,1.45,0.64,16.13%,2.94%,82.61%,3.87bpm
returns/low,2014,1459,1453,-1.99M,-1.28,-0.63,-19.93%,16.90%,83.37%,-4.74bpm
returns/low,2015,1476,1419,-1.16M,-0.81,-0.30,-11.61%,8.47%,82.89%,-2.78bpm
returns/low,2016,1431,1471,2.63M,1.39,0.78,26.27%,9.78%,82.28%,6.34bpm
returns/low,2017,1463,1448,260K,2.91,1.78,31.21%,1.05%,83.02%,7.46bpm
returns/low,2012-2017,1447,1460,3.08M,0.42,0.11,6.25%,23.17%,82.76%,1.50bpm
low/returns,2012,1432,1424,529K,0.96,0.27,6.29%,3.05%,79.08%,1.58bpm
low/returns,2013,1412,1455,995K,2.12,0.75,9.95%,1.18%,78.57%,2.51bpm
low/returns,2014,1407,1460,-42.3K,-0.08,-0.01,-0.42%,2.07%,78.90%,-0.11bpm
low/returns,2015,1427,1428,96.1K,0.22,0.02,0.96%,1.88%,77.95%,0.24bpm
low/returns,2016,1418,1436,240K,0.56,0.10,2.40%,1.96%,78.31%,0.61bpm
low/returns,2017,1409,1429,85.0K,3.56,1.29,10.19%,0.34%,77.92%,2.60bpm
low/returns,2012-2017,1419,1441,1.90M,0.77,0.17,3.87%,3.21%,78.53%,0.98bpm
low + adv20,2012,896,2013,259K,0.50,0.48,3.08%,2.70%,3.35%,18.25bpm
low + adv20,2013,915,2003,-19.2K,-0.04,-0.01,-0.19%,2.24%,2.87%,-1.33bpm
low + adv20,2014,929,1984,73.0K,0.12,0.06,0.73%,2.96%,3.29%,4.40bpm
low + adv20,2015,919,1975,23.7K,0.04,0.01,0.24%,2.11%,3.30%,1.42bpm
low + adv20,2016,915,1988,452K,0.72,0.89,4.52%,1.74%,3.02%,29.68bpm
low + adv20,2017,931,1980,195K,5.20,15.07,23.34%,0.36%,2.78%,166.55bpm
low + adv20,2012-2017,916,1992,982K,0.35,0.27,1.99%,4.54%,3.15%,12.55bpm
low - adv20,2012,2013,896,-259K,-0.50,-0.48,-3.08%,3.46%,3.35%,-18.25bpm
low - adv20,2013,2003,916,19.2K,0.04,0.01,0.19%,1.90%,2.87%,1.33bpm
low - adv20,2014,1984,929,-72.9K,-0.12,-0.06,-0.73%,4.40%,3.29%,-4.39bpm
low - adv20,2015,1975,919,-23.7K,-0.04,-0.01,-0.24%,2.56%,3.30%,-1.42bpm
low - adv20,2016,1988,915,-452K,-0.72,-0.89,-4.52%,3.84%,3.02%,-29.68bpm
low - adv20,2017,1980,931,-195K,-5.20,-15.07,-23.34%,0.75%,2.78%,-166.55bpm
low - adv20,2012-2017,1992,916,-982K,-0.35,-0.27,-1.99%,6.21%,3.15%,-12.55bpm
low * adv20,2012,877,2032,264K,0.47,0.45,3.13%,2.90%,3.49%,17.80bpm
low * adv20,2013,889,2030,-1.01M,-1.81,-3.54,-10.08%,5.31%,2.64%,-75.65bpm
low * adv20,2014,902,2011,722K,0.97,1.54,7.22%,2.37%,2.87%,49.84bpm
low * adv20,2015,896,1999,793K,0.99,1.64,7.93%,2.20%,2.92%,53.83bpm
low * adv20,2016,895,2007,-728K,-0.88,-1.44,-7.28%,7.87%,2.70%,-53.46bpm
low * adv20,2017,893,2018,189K,3.11,9.41,22.67%,0.41%,2.47%,182.03bpm
low * adv20,2012-2017,892,2015,232K,0.06,0.03,0.47%,9.23%,2.90%,3.23bpm
adv20/low,2012,796,2112,880K,0.93,1.43,10.46%,5.98%,4.47%,46.41bpm
adv20/low,2013,813,2106,845K,1.04,1.58,8.45%,2.93%,3.66%,45.83bpm
adv20/low,2014,811,2102,-1.39M,-1.15,-1.99,-13.91%,12.10%,4.66%,-59.28bpm
adv20/low,2015,812,2082,218K,0.16,0.10,2.18%,6.35%,5.42%,7.98bpm
adv20/low,2016,804,2098,1.02M,0.51,0.78,10.21%,8.90%,4.32%,46.94bpm
adv20/low,2017,795,2116,187K,3.76,9.94,22.41%,0.64%,3.21%,138.49bpm
adv20/low,2012-2017,808,2100,1.76M,0.26,0.23,3.57%,14.16%,4.48%,15.81bpm
low/adv20,2012,803,2106,-411K,-0.74,-0.79,-4.89%,4.61%,4.37%,-22.23bpm
low/adv20,2013,826,2093,-599K,-1.23,-1.63,-5.99%,4.41%,3.39%,-35.03bpm
low/adv20,2014,850,2062,259K,0.48,0.42,2.59%,1.94%,3.45%,14.89bpm
low/adv20,2015,843,2052,19.3K,0.03,0.01,0.19%,2.57%,3.99%,0.96bpm
low/adv20,2016,834,2068,361K,0.44,0.52,3.61%,5.09%,2.64%,27.13bpm
low/adv20,2017,813,2098,-314K,-6.27,-22.10,-37.67%,1.57%,3.03%,-246.92bpm
low/adv20,2012-2017,832,2076,-685K,-0.22,-0.14,-1.39%,8.49%,3.53%,-7.81bpm
low + sharesout,2012,926,1982,187K,0.38,0.50,2.22%,2.16%,1.28%,34.35bpm
low + sharesout,2013,922,1997,-713K,-1.31,-4.05,-7.13%,4.83%,0.75%,-189.54bpm
low + sharesout,2014,932,1980,-246K,-0.32,-0.54,-2.46%,3.25%,0.84%,-58.12bpm
low + sharesout,2015,930,1965,351K,0.54,1.00,3.51%,2.12%,1.05%,66.51bpm
low + sharesout,2016,939,1964,-733K,-1.03,-3.22,-7.33%,6.35%,0.75%,-192.73bpm
low + sharesout,2017,960,1951,178K,2.56,16.46,21.39%,0.49%,0.52%,817.02bpm
low + sharesout,2012-2017,930,1977,-976K,-0.30,-0.44,-1.98%,8.52%,0.92%,-42.91bpm
low - sharesout,2012,1967,941,-181K,-0.40,-0.52,-2.15%,2.16%,1.26%,-33.93bpm
low - sharesout,2013,1966,953,562K,1.13,3.17,5.62%,1.88%,0.71%,156.77bpm
low - sharesout,2014,1939,974,379K,0.55,1.19,3.79%,4.02%,0.79%,94.84bpm
low - sharesout,2015,1911,984,-183K,-0.32,-0.44,-1.83%,2.67%,0.99%,-36.80bpm
low - sharesout,2016,1921,981,521K,0.83,2.25,5.21%,1.87%,0.70%,147.88bpm
low - sharesout,2017,1900,1012,-164K,-2.67,-17.21,-19.72%,1.17%,0.47%,-824.82bpm
low - sharesout,2012-2017,1939,968,933K,0.32,0.47,1.89%,4.02%,0.87%,43.19bpm
low * sharesout,2012,858,2051,313K,0.57,0.81,3.72%,3.26%,1.82%,40.51bpm
low * sharesout,2013,852,2067,-1.37M,-2.23,-8.26,-13.75%,6.80%,1.01%,-271.28bpm
low * sharesout,2014,857,2056,319K,0.35,0.60,3.19%,3.09%,1.11%,56.90bpm
low * sharesout,2015,841,2054,748K,0.89,2.13,7.48%,2.95%,1.29%,114.87bpm
low * sharesout,2016,843,2059,-917K,-0.91,-2.63,-9.17%,10.60%,1.09%,-166.71bpm
low * sharesout,2017,853,2058,62.7K,0.87,2.56,7.52%,0.63%,0.87%,172.37bpm
low * sharesout,2012-2017,850,2057,-849K,-0.21,-0.25,-1.72%,12.51%,1.24%,-27.57bpm
sharesout/low,2012,837,2072,820K,1.21,2.57,9.75%,2.87%,2.18%,88.82bpm
sharesout/low,2013,841,2078,417K,0.67,1.11,4.17%,2.02%,1.51%,54.74bpm
sharesout/low,2014,833,2080,-1.41M,-2.31,-6.62,-14.13%,8.15%,1.73%,-162.32bpm
sharesout/low,2015,823,2072,-90.8K,-0.09,-0.06,-0.91%,5.90%,2.23%,-8.08bpm
sharesout/low,2016,835,2068,20.0K,0.02,0.01,0.20%,3.25%,1.76%,2.26bpm
sharesout/low,2017,850,2061,311K,4.21,26.59,37.35%,0.45%,0.94%,789.89bpm
sharesout/low,2012-2017,834,2074,64.9K,0.02,0.00,0.13%,11.79%,1.86%,1.41bpm
low/sharesout,2012,921,1987,-461K,-0.89,-1.26,-5.48%,4.60%,2.74%,-39.69bpm
low/sharesout,2013,939,1980,-234K,-0.56,-0.69,-2.34%,2.16%,1.54%,-30.17bpm
low/sharesout,2014,922,1990,91.0K,0.21,0.14,0.91%,2.23%,1.88%,9.62bpm
low/sharesout,2015,900,1995,17.7K,0.03,0.01,0.18%,2.43%,2.03%,1.73bpm
low/sharesout,2016,893,2009,290K,0.40,0.60,2.90%,5.18%,1.30%,44.18bpm
low/sharesout,2017,876,2035,-286K,-5.54,-25.76,-34.33%,1.50%,1.59%,-428.40bpm
low/sharesout,2012-2017,914,1993,-582K,-0.21,-0.17,-1.18%,6.96%,1.87%,-12.56bpm
low + cap,2012,859,2049,309K,0.56,0.79,3.67%,3.26%,1.83%,39.83bpm
low + cap,2013,853,2066,-1.38M,-2.24,-8.24,-13.76%,6.81%,1.01%,-269.11bpm
low + cap,2014,858,2054,322K,0.36,0.61,3.22%,3.08%,1.11%,57.29bpm
low + cap,2015,842,2053,748K,0.89,2.13,7.48%,2.96%,1.29%,115.26bpm
low + cap,2016,844,2058,-920K,-0.91,-2.65,-9.20%,10.60%,1.09%,-167.34bpm
low + cap,2017,855,2056,63.0K,0.87,2.55,7.56%,0.63%,0.88%,169.83bpm
low + cap,2012-2017,851,2056,-854K,-0.21,-0.25,-1.73%,12.52%,1.24%,-27.69bpm
low - cap,2012,2052,857,-310K,-0.56,-0.79,-3.68%,4.81%,1.83%,-39.96bpm
low - cap,2013,2067,852,1.38M,2.24,8.25,13.75%,2.12%,1.01%,269.68bpm
low - cap,2014,2056,857,-319K,-0.35,-0.60,-3.19%,6.06%,1.11%,-57.01bpm
low - cap,2015,2053,841,-746K,-0.88,-2.13,-7.46%,6.37%,1.28%,-115.23bpm
low - cap,2016,2059,843,917K,0.91,2.64,9.17%,4.66%,1.09%,167.21bpm
low - cap,2017,2058,853,-62.8K,-0.87,-2.54,-7.53%,1.36%,0.88%,-169.64bpm
low - cap,2012-2017,2057,850,854K,0.21,0.25,1.73%,12.71%,1.24%,27.76bpm
low * cap,2012,740,2168,674K,0.92,1.59,8.01%,3.96%,2.72%,58.41bpm
low * cap,2013,749,2169,-1.60M,-2.10,-7.21,-16.00%,9.34%,1.36%,-234.10bpm
low * cap,2014,754,2158,283K,0.32,0.42,2.83%,2.75%,1.62%,34.73bpm
low * cap,2015,739,2156,1.31M,1.36,3.64,13.05%,2.59%,1.82%,141.89bpm
low * cap,2016,735,2167,-901K,-0.79,-2.06,-9.01%,10.54%,1.30%,-137.03bpm
low * cap,2017,745,2166,46.2K,0.58,1.35,5.54%,0.71%,1.03%,106.36bpm
low * cap,2012-2017,744,2164,-193K,-0.04,-0.02,-0.39%,14.58%,1.72%,-4.51bpm
cap/low,2012,888,2020,183K,0.38,0.48,2.18%,2.07%,1.43%,30.24bpm
cap/low,2013,893,2025,-653K,-1.23,-3.36,-6.53%,4.63%,0.88%,-147.42bpm
cap/low,2014,911,2002,-325K,-0.44,-0.81,-3.25%,3.45%,0.94%,-68.71bpm
cap/low,2015,919,1976,268K,0.44,0.66,2.68%,2.00%,1.18%,45.19bpm
cap/low,2016,912,1991,-633K,-0.93,-2.46,-6.33%,5.61%,0.90%,-138.90bpm
cap/low,2017,919,1992,177K,2.63,15.12,21.19%,0.45%,0.64%,655.46bpm
cap/low,2012-2017,905,2002,-983K,-0.31,-0.43,-2.00%,8.38%,1.05%,-37.82bpm
low/cap,2012,1115,1793,225K,0.46,0.48,2.67%,2.54%,2.47%,21.42bpm
low/cap,2013,1116,1802,676K,1.47,3.04,6.76%,1.33%,1.59%,84.27bpm
low/cap,2014,1124,1788,-235K,-0.41,-0.46,-2.35%,3.89%,1.90%,-24.48bpm
low/cap,2015,1108,1787,-376K,-0.72,-0.98,-3.76%,2.69%,2.00%,-37.22bpm
low/cap,2016,1104,1798,706K,1.18,2.34,7.06%,2.68%,1.78%,78.49bpm
low/cap,2017,1099,1812,-394K,-10.35,-58.71,-47.32%,1.86%,1.47%,-637.80bpm
low/cap,2012-2017,1113,1794,601K,0.22,0.18,1.22%,5.54%,1.93%,12.58bpm
low + split,2012,1117,1791,50.6K,0.10,0.05,0.60%,2.78%,2.48%,4.82bpm
low + split,2013,1126,1793,-889K,-1.88,-4.45,-8.89%,4.26%,1.59%,-110.71bpm
low + split,2014,1131,1782,633K,1.03,1.92,6.33%,1.66%,1.81%,69.48bpm
low + split,2015,1103,1791,811K,1.11,2.27,8.11%,2.24%,1.94%,83.11bpm
low + split,2016,1089,1813,-1.10M,-1.30,-3.44,-10.99%,9.51%,1.58%,-138.04bpm
low + split,2017,1074,1837,68.4K,1.40,3.42,8.21%,0.39%,1.39%,117.51bpm
low + split,2012-2017,1112,1795,-425K,-0.13,-0.09,-0.86%,9.61%,1.85%,-9.25bpm
low - split,2012,1117,1791,50.6K,0.10,0.05,0.60%,2.78%,2.48%,4.82bpm
low - split,2013,1126,1793,-889K,-1.88,-4.45,-8.89%,4.26%,1.59%,-110.68bpm
low - split,2014,1131,1782,633K,1.03,1.92,6.33%,1.66%,1.81%,69.47bpm
low - split,2015,1103,1791,811K,1.11,2.27,8.11%,2.24%,1.94%,83.09bpm
low - split,2016,1089,1813,-1.10M,-1.30,-3.44,-10.99%,9.51%,1.58%,-138.03bpm
low - split,2017,1074,1837,68.4K,1.40,3.41,8.21%,0.39%,1.39%,117.48bpm
low - split,2012-2017,1112,1795,-425K,-0.13,-0.09,-0.86%,9.61%,1.85%,-9.25bpm
low * split,2012,1117,1791,50.7K,0.10,0.05,0.60%,2.78%,2.48%,4.83bpm
low * split,2013,1126,1793,-889K,-1.89,-4.45,-8.89%,4.27%,1.60%,-110.49bpm
low * split,2014,1131,1782,628K,1.02,1.90,6.28%,1.66%,1.81%,68.78bpm
low * split,2015,1103,1792,809K,1.11,2.26,8.09%,2.24%,1.94%,82.71bpm
low * split,2016,1089,1813,-1.10M,-1.30,-3.43,-10.99%,9.51%,1.58%,-137.88bpm
low * split,2017,1074,1837,68.4K,1.40,3.41,8.21%,0.39%,1.39%,117.25bpm
low * split,2012-2017,1112,1795,-432K,-0.13,-0.09,-0.88%,9.61%,1.85%,-9.39bpm
split/low,2012,1070,1838,-222K,-0.34,-0.29,-2.64%,5.71%,3.79%,-13.86bpm
split/low,2013,1042,1877,490K,0.76,0.99,4.90%,3.53%,2.88%,33.82bpm
split/low,2014,1028,1885,-1.47M,-1.78,-3.87,-14.68%,11.02%,3.10%,-94.01bpm
split/low,2015,1020,1874,-1.05M,-0.95,-1.54,-10.48%,8.41%,3.98%,-52.25bpm
split/low,2016,1026,1877,1.27M,1.01,1.97,12.74%,5.00%,3.32%,76.06bpm
split/low,2017,1038,1873,36.5K,0.54,0.71,4.38%,1.09%,2.48%,35.06bpm
split/low,2012-2017,1036,1871,-938K,-0.20,-0.15,-1.90%,18.88%,3.39%,-11.16bpm
low/split,2012,1117,1792,52.6K,0.11,0.05,0.62%,2.78%,2.49%,4.97bpm
low/split,2013,1126,1793,-887K,-1.88,-4.43,-8.87%,4.25%,1.60%,-109.99bpm
low/split,2014,1131,1782,632K,1.03,1.91,6.32%,1.66%,1.81%,69.15bpm
low/split,2015,1103,1791,809K,1.11,2.26,8.09%,2.24%,1.95%,82.48bpm
low/split,2016,1089,1813,-1.10M,-1.30,-3.43,-11.00%,9.51%,1.59%,-137.65bpm
low/split,2017,1074,1837,68.3K,1.40,3.39,8.19%,0.39%,1.40%,116.21bpm
low/split,2012-2017,1112,1795,-424K,-0.13,-0.09,-0.86%,9.61%,1.86%,-9.18bpm
low + dividend,2012,1117,1791,50.4K,0.10,0.05,0.60%,2.78%,2.48%,4.80bpm
low + dividend,2013,1126,1793,-889K,-1.89,-4.45,-8.89%,4.26%,1.59%,-110.69bpm
low + dividend,2014,1130,1782,633K,1.03,1.92,6.33%,1.66%,1.81%,69.45bpm
low + dividend,2015,1103,1792,811K,1.11,2.27,8.11%,2.24%,1.94%,83.07bpm
low + dividend,2016,1089,1813,-1.10M,-1.30,-3.43,-10.99%,9.51%,1.58%,-137.99bpm
low + dividend,2017,1074,1837,68.4K,1.40,3.42,8.21%,0.39%,1.39%,117.50bpm
low + dividend,2012-2017,1112,1795,-425K,-0.13,-0.09,-0.86%,9.61%,1.85%,-9.25bpm
low - dividend,2012,1117,1792,50.8K,0.10,0.05,0.60%,2.78%,2.48%,4.82bpm
low - dividend,2013,1126,1793,-888K,-1.88,-4.45,-8.88%,4.26%,1.60%,-110.52bpm
low - dividend,2014,1131,1782,633K,1.03,1.92,6.33%,1.66%,1.81%,69.38bpm
low - dividend,2015,1103,1791,811K,1.11,2.27,8.11%,2.24%,1.94%,83.03bpm
low - dividend,2016,1089,1813,-1.10M,-1.30,-3.43,-10.99%,9.51%,1.58%,-137.87bpm
low - dividend,2017,1074,1837,68.4K,1.40,3.41,8.21%,0.39%,1.39%,117.38bpm
low - dividend,2012-2017,1112,1795,-425K,-0.13,-0.09,-0.86%,9.61%,1.85%,-9.23bpm
low * dividend,2012,91,1027,-398K,-0.67,-0.17,-4.73%,3.44%,73.92%,-1.27bpm
low * dividend,2013,86,967,-717K,-1.49,-0.47,-7.17%,4.86%,72.32%,-1.97bpm
low * dividend,2014,88,965,627K,0.90,0.26,6.27%,1.96%,73.48%,1.69bpm
low * dividend,2015,90,972,-257K,-0.41,-0.08,-2.57%,5.00%,73.11%,-0.70bpm
low * dividend,2016,90,992,-291K,-0.41,-0.08,-2.91%,4.46%,72.50%,-0.80bpm
low * dividend,2017,59,752,22.5K,0.40,0.08,2.70%,1.06%,68.65%,0.78bpm
low * dividend,2012-2017,88,979,-1.01M,-0.32,-0.05,-2.06%,8.54%,72.97%,-0.56bpm
dividend/low,2012,97,1021,-1.40M,-2.07,-0.99,-16.65%,7.01%,73.42%,-4.50bpm
dividend/low,2013,92,961,-1.20M,-1.92,-0.78,-11.97%,6.20%,72.20%,-3.29bpm
dividend/low,2014,94,959,132K,0.24,0.03,1.32%,1.89%,72.03%,0.36bpm
dividend/low,2015,96,966,-1.23M,-2.07,-0.86,-12.35%,7.19%,71.98%,-3.40bpm
dividend/low,2016,96,985,-204K,-0.35,-0.06,-2.04%,5.49%,71.86%,-0.56bpm
dividend/low,2017,63,748,28.0K,0.67,0.15,3.36%,0.47%,68.11%,0.98bpm
dividend/low,2012-2017,95,973,-3.88M,-1.25,-0.41,-7.87%,21.85%,72.19%,-2.16bpm
low/dividend,2012,3,4,1.52M,1.19,0.42,18.05%,5.75%,142.92%,2.51bpm
low/dividend,2013,3,3,-934K,-0.65,-0.17,-9.34%,10.33%,138.10%,-1.34bpm
low/dividend,2014,3,4,551K,0.41,0.08,5.51%,10.56%,141.27%,0.77bpm
low/dividend,2015,3,4,1.32M,0.72,0.22,13.23%,7.72%,136.51%,1.92bpm
low/dividend,2016,3,4,-1.44M,-0.86,-0.28,-14.43%,10.51%,134.13%,-2.14bpm
low/dividend,2017,1,1,-39.0K,-0.40,-0.08,-4.68%,1.50%,119.05%,-0.78bpm
low/dividend,2012-2017,3,4,976K,0.13,0.02,1.98%,16.95%,138.11%,0.28bpm
volume + returns,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
volume + returns,2013,906,2012,-217K,-0.42,-0.15,-2.17%,3.04%,16.57%,-2.60bpm
volume + returns,2014,921,1992,-165K,-0.19,-0.06,-1.65%,4.96%,17.17%,-1.90bpm
volume + returns,2015,913,1982,-399K,-0.65,-0.32,-3.99%,3.32%,16.56%,-4.78bpm
volume + returns,2016,903,1999,247K,0.37,0.15,2.47%,2.76%,15.92%,3.08bpm
volume + returns,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
volume + returns,2012-2017,907,2000,-89.8K,-0.03,0.00,-0.18%,7.35%,16.54%,-0.22bpm
volume - returns,2012,889,2020,292K,0.53,0.24,3.47%,2.25%,16.52%,4.17bpm
volume - returns,2013,906,2012,-217K,-0.42,-0.15,-2.17%,3.04%,16.57%,-2.60bpm
volume - returns,2014,921,1992,-165K,-0.19,-0.06,-1.65%,4.96%,17.17%,-1.90bpm
volume - returns,2015,913,1982,-399K,-0.65,-0.32,-3.99%,3.32%,16.56%,-4.78bpm
volume - returns,2016,903,1999,247K,0.37,0.15,2.47%,2.76%,15.92%,3.08bpm
volume - returns,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.60bpm
volume - returns,2012-2017,907,2000,-89.8K,-0.03,0.00,-0.18%,7.35%,16.54%,-0.22bpm
volume * returns,2012,1440,1468,1.38M,0.97,0.45,16.43%,7.80%,77.62%,4.20bpm
volume * returns,2013,1358,1561,1.63M,1.19,0.55,16.34%,5.42%,76.95%,4.21bpm
volume * returns,2014,1413,1499,-68.3K,-0.03,0.00,-0.68%,9.39%,77.70%,-0.17bpm
volume * returns,2015,1433,1462,-2.48M,-1.67,-0.94,-24.84%,14.61%,78.64%,-6.27bpm
volume * returns,2016,1426,1476,1.90M,1.02,0.51,18.97%,8.38%,77.80%,4.84bpm
volume * returns,2017,1396,1516,356K,4.58,3.34,42.76%,0.55%,80.20%,10.58bpm
volume * returns,2012-2017,1413,1495,2.72M,0.32,0.09,5.52%,22.59%,77.79%,1.41bpm
returns/volume,2012,1484,1425,-1.50M,-3.07,-1.40,-17.89%,8.61%,85.69%,-4.14bpm
returns/volume,2013,1383,1535,58.7K,0.13,0.01,0.59%,2.24%,84.84%,0.14bpm
returns/volume,2014,1459,1453,18.5K,0.04,0.00,0.18%,4.32%,84.08%,0.04bpm
returns/volume,2015,1469,1426,-481K,-0.83,-0.20,-4.81%,4.47%,86.96%,-1.10bpm
returns/volume,2016,1429,1473,480K,0.78,0.18,4.80%,3.40%,85.68%,1.11bpm
returns/volume,2017,1554,1357,-200K,-4.27,-2.22,-24.04%,0.71%,89.11%,-5.35bpm
returns/volume,2012-2017,1445,1462,-1.63M,-0.60,-0.12,-3.31%,14.23%,85.51%,-0.77bpm
volume/returns,2012,1434,1422,82.7K,0.12,0.01,0.98%,4.99%,80.14%,0.24bpm
volume/returns,2013,1389,1478,401K,0.55,0.12,4.01%,3.20%,79.42%,1.00bpm
volume/returns,2014,1405,1462,536K,1.26,0.32,5.36%,1.59%,81.38%,1.31bpm
volume/returns,2015,1431,1424,-35.2K,-0.07,0.00,-0.35%,2.04%,80.21%,-0.09bpm
volume/returns,2016,1411,1443,503K,1.03,0.26,5.03%,1.28%,80.30%,1.24bpm
volume/returns,2017,1421,1417,84.4K,3.19,1.13,10.13%,0.23%,81.05%,2.48bpm
volume/returns,2012-2017,1414,1446,1.57M,0.54,0.11,3.19%,4.99%,80.31%,0.79bpm
volume + adv20,2012,895,2013,284K,0.54,0.33,3.38%,2.45%,8.74%,7.67bpm
volume + adv20,2013,915,2004,-120K,-0.24,-0.09,-1.20%,2.65%,8.48%,-2.82bpm
volume + adv20,2014,929,1983,-100K,-0.14,-0.05,-1.00%,3.86%,8.93%,-2.23bpm
volume + adv20,2015,919,1976,-159K,-0.27,-0.12,-1.59%,2.46%,8.74%,-3.61bpm
volume + adv20,2016,912,1990,374K,0.58,0.39,3.74%,2.06%,8.29%,8.96bpm
volume + adv20,2017,930,1981,175K,4.54,7.27,20.94%,0.41%,8.17%,50.86bpm
volume + adv20,2012-2017,915,1992,454K,0.15,0.05,0.92%,5.48%,8.62%,2.12bpm
volume - adv20,2012,1449,1460,404K,0.66,0.20,4.80%,3.06%,53.82%,1.77bpm
volume - adv20,2013,1438,1481,-681K,-1.32,-0.47,-6.81%,4.35%,53.37%,-2.53bpm
volume - adv20,2014,1419,1493,-588K,-0.50,-0.17,-5.88%,8.67%,50.59%,-2.31bpm
volume - adv20,2015,1410,1485,-694K,-1.01,-0.37,-6.94%,5.67%,51.86%,-2.66bpm
volume - adv20,2016,1439,1463,-330K,-0.47,-0.12,-3.30%,4.91%,50.81%,-1.29bpm
volume - adv20,2017,1395,1516,-148K,-3.80,-2.21,-17.79%,0.54%,52.73%,-6.69bpm
volume - adv20,2012-2017,1430,1477,-2.04M,-0.52,-0.15,-4.14%,14.23%,52.05%,-1.58bpm
volume * adv20,2012,638,2270,1.48M,1.73,2.12,17.56%,2.89%,11.73%,29.70bpm
volume * adv20,2013,657,2262,-223K,-0.26,-0.12,-2.23%,3.34%,11.04%,-4.01bpm
volume * adv20,2014,675,2238,-252K,-0.19,-0.09,-2.52%,7.08%,11.47%,-4.35bpm
volume * adv20,2015,661,2234,316K,0.33,0.18,3.16%,2.62%,11.01%,5.70bpm
volume * adv20,2016,645,2257,419K,0.37,0.23,4.19%,6.12%,10.87%,7.66bpm
volume * adv20,2017,652,2260,14.3K,0.28,0.12,1.72%,0.99%,10.09%,3.37bpm
volume * adv20,2012-2017,656,2252,1.75M,0.33,0.19,3.56%,8.25%,11.19%,6.31bpm
adv20/volume,2012,1254,1654,-931K,-3.44,-1.57,-11.07%,4.82%,53.20%,-4.13bpm
adv20/volume,2013,1269,1650,-292K,-1.17,-0.28,-2.92%,2.22%,51.94%,-1.12bpm
adv20/volume,2014,1288,1625,-590K,-2.17,-0.74,-5.90%,2.92%,50.32%,-2.33bpm
adv20/volume,2015,1281,1614,-399K,-1.25,-0.35,-3.99%,4.03%,50.05%,-1.58bpm
adv20/volume,2016,1288,1615,-216K,-0.69,-0.14,-2.16%,2.42%,50.35%,-0.85bpm
adv20/volume,2017,1276,1635,-104K,-4.24,-2.12,-12.45%,0.59%,49.93%,-4.95bpm
adv20/volume,2012-2017,1276,1631,-2.53M,-1.74,-0.55,-5.14%,13.52%,51.09%,-2.00bpm
volume/adv20,2012,1176,1732,591K,1.38,0.48,7.03%,1.41%,58.32%,2.39bpm
volume/adv20,2013,1174,1744,535K,1.50,0.46,5.35%,1.23%,57.43%,1.85bpm
volume/adv20,2014,1184,1728,713K,1.56,0.55,7.13%,1.43%,56.19%,2.52bpm
volume/adv20,2015,1177,1718,280K,0.44,0.10,2.80%,3.47%,55.89%,0.99bpm
volume/adv20,2016,1182,1721,99.8K,0.23,0.03,1.00%,2.87%,55.98%,0.35bpm
volume/adv20,2017,1215,1696,87.2K,1.97,0.84,10.47%,0.50%,57.50%,3.61bpm
volume/adv20,2012-2017,1179,1728,2.31M,0.96,0.27,4.68%,3.75%,56.72%,1.64bpm
volume + sharesout,2012,889,2020,293K,0.53,0.24,3.48%,2.24%,16.52%,4.18bpm
volume + sharesout,2013,906,2012,-222K,-0.43,-0.16,-2.22%,3.04%,16.57%,-2.66bpm
volume + sharesout,2014,921,1992,-217K,-0.25,-0.09,-2.17%,4.77%,17.14%,-2.51bpm
volume + sharesout,2015,913,1982,-326K,-0.53,-0.23,-3.26%,3.32%,16.55%,-3.90bpm
volume + sharesout,2016,903,1999,285K,0.42,0.18,2.85%,2.76%,15.91%,3.55bpm
volume + sharesout,2017,919,1992,151K,3.85,4.11,18.15%,0.45%,15.93%,22.61bpm
