alpha,year,long_count,short_count,pnl,sharpe,fitness,returns,draw_down,turn_over,margin
equity / cashflow_invst,2012-2017,1450.0,1140.0,2.77M,0.44,0.5,5.63%,17.17%,4.33%,25.80bpm
cashflow_invst / equity,2012,1531.0,1107.0,648K,1.33,1.79,8.04%,1.75%,4.46%,35.76bpm
cashflow_invst / equity,2013,1475.0,1137.0,-1.55M,-1.98,-3.5,-15.50%,10.49%,4.97%,-61.95bpm
cashflow_invst / equity,2014,1493.0,1112.0,1.13M,1.19,1.72,11.31%,2.86%,5.36%,41.87bpm
cashflow_invst / equity,2015,1521.0,1081.0,-76.9K,-0.09,-0.03,-0.77%,5.46%,7.17%,-2.13bpm
cashflow_invst / equity,2016,1511.0,1107.0,-510K,-0.69,-0.76,-5.10%,5.85%,4.14%,-24.43bpm
cashflow_invst / equity,2017,1457.0,1149.0,203,0.0,0.0,0.02%,0.63%,2.63%,0.13bpm
cashflow_invst / equity,2012-2017,1504.0,1110.0,-358K,-0.09,-0.03,-0.73%,11.73%,5.19%,-2.78bpm
goodwill / cashflow_invst,2012,1467.0,895.0,-524K,-1.66,-1.85,-6.51%,3.98%,5.21%,-24.77bpm
goodwill / cashflow_invst,2013,1495.0,851.0,-170K,-0.2,-0.13,-1.70%,6.52%,3.67%,-9.21bpm
goodwill / cashflow_invst,2014,1465.0,878.0,-355K,-0.59,-0.56,-3.55%,4.55%,3.95%,-17.86bpm
goodwill / cashflow_invst,2015,1455.0,887.0,250K,0.47,0.33,2.50%,3.82%,4.92%,10.07bpm
goodwill / cashflow_invst,2016,1450.0,909.0,-18.3K,-0.02,0.0,-0.18%,4.62%,4.53%,-0.80bpm
goodwill / cashflow_invst,2017,1426.0,939.0,-128K,-1.69,-3.51,-10.72%,1.32%,2.47%,-86.14bpm
goodwill / cashflow_invst,2012-2017,1465.0,885.0,-946K,-0.28,-0.18,-1.92%,10.83%,4.38%,-8.71bpm
cashflow_invst / goodwill,2012,1159.0,596.0,352K,0.76,0.66,4.37%,1.45%,5.80%,14.96bpm
cashflow_invst / goodwill,2013,1130.0,605.0,773K,1.02,1.17,7.73%,3.00%,5.92%,25.91bpm
cashflow_invst / goodwill,2014,1162.0,556.0,833K,1.13,1.32,8.33%,3.94%,6.15%,26.88bpm
cashflow_invst / goodwill,2015,1184.0,551.0,-484K,-0.67,-0.57,-4.84%,4.25%,6.53%,-14.71bpm
cashflow_invst / goodwill,2016,1171.0,600.0,563K,0.81,0.75,5.63%,2.73%,6.46%,17.30bpm
cashflow_invst / goodwill,2017,1197.0,578.0,126K,2.13,4.12,10.56%,0.40%,2.83%,73.97bpm
cashflow_invst / goodwill,2012-2017,1162.0,581.0,2.16M,0.63,0.53,4.39%,4.58%,6.11%,14.27bpm
income / cashflow_invst,2012,1359.0,1318.0,-1.96M,-1.9,-3.98,-24.30%,11.27%,5.55%,-86.88bpm
income / cashflow_invst,2013,1339.0,1310.0,597K,0.36,0.37,5.97%,7.01%,5.61%,21.12bpm
income / cashflow_invst,2014,1347.0,1288.0,833K,0.31,0.33,8.33%,10.32%,7.43%,22.23bpm
income / cashflow_invst,2015,1328.0,1296.0,-586K,-0.32,-0.28,-5.86%,11.66%,7.49%,-15.52bpm
income / cashflow_invst,2016,1275.0,1365.0,-270K,-0.15,-0.12,-2.70%,8.83%,4.39%,-12.21bpm
income / cashflow_invst,2017,1298.0,1319.0,151K,1.14,2.43,12.71%,1.74%,2.83%,89.09bpm
income / cashflow_invst,2012-2017,1328.0,1316.0,-1.23M,-0.13,-0.08,-2.50%,16.02%,6.04%,-8.22bpm
cashflow_invst / income,2012,1495.0,1204.0,434K,0.86,0.85,5.38%,3.61%,5.42%,19.70bpm
cashflow_invst / income,2013,1418.0,1256.0,281K,0.44,0.32,2.81%,3.39%,5.48%,10.19bpm
cashflow_invst / income,2014,1431.0,1230.0,49.3K,0.06,0.02,0.49%,3.08%,5.49%,1.78bpm
cashflow_invst / income,2015,1497.0,1151.0,287K,0.36,0.25,2.87%,5.04%,5.87%,9.68bpm
cashflow_invst / income,2016,1435.0,1230.0,-48.0K,-0.08,-0.02,-0.48%,3.06%,4.79%,-1.99bpm
cashflow_invst / income,2017,1389.0,1249.0,-377K,-3.67,-11.25,-31.70%,1.91%,3.37%,-186.54bpm
cashflow_invst / income,2012-2017,1452.0,1215.0,626K,0.18,0.09,1.27%,6.11%,5.36%,4.70bpm
income_beforeextra / cashflow_invst,2012,1346.0,1332.0,-1.99M,-1.92,-4.06,-24.67%,11.42%,5.51%,-88.89bpm
income_beforeextra / cashflow_invst,2013,1339.0,1305.0,667K,0.39,0.42,6.67%,7.02%,5.71%,23.20bpm
income_beforeextra / cashflow_invst,2014,1346.0,1290.0,850K,0.32,0.34,8.50%,10.48%,7.44%,22.67bpm
income_beforeextra / cashflow_invst,2015,1328.0,1295.0,-595K,-0.32,-0.28,-5.95%,11.80%,7.49%,-15.74bpm
income_beforeextra / cashflow_invst,2016,1275.0,1366.0,-261K,-0.14,-0.11,-2.61%,8.83%,4.35%,-11.90bpm
income_beforeextra / cashflow_invst,2017,1291.0,1323.0,140K,1.03,2.11,11.76%,1.84%,2.84%,82.31bpm
income_beforeextra / cashflow_invst,2012-2017,1325.0,1317.0,-1.19M,-0.12,-0.08,-2.41%,16.08%,6.04%,-7.90bpm
cashflow_invst / income_beforeextra,2012,1464.0,1236.0,53.1K,0.1,0.04,0.66%,3.85%,5.57%,2.35bpm
cashflow_invst / income_beforeextra,2013,1424.0,1244.0,-157K,-0.23,-0.13,-1.57%,5.13%,4.94%,-6.33bpm
cashflow_invst / income_beforeextra,2014,1415.0,1246.0,254K,0.31,0.21,2.54%,2.93%,5.42%,9.28bpm
cashflow_invst / income_beforeextra,2015,1477.0,1171.0,725K,0.91,1.03,7.25%,4.23%,5.67%,25.37bpm
cashflow_invst / income_beforeextra,2016,1428.0,1237.0,58.4K,0.09,0.03,0.58%,3.27%,4.76%,2.43bpm
cashflow_invst / income_beforeextra,2017,1384.0,1252.0,-315K,-3.09,-10.35,-26.46%,1.64%,2.35%,-223.37bpm
cashflow_invst / income_beforeextra,2012-2017,1439.0,1227.0,617K,0.17,0.08,1.25%,5.13%,5.19%,4.79bpm
income_tax / cashflow_invst,2012,1478.0,1185.0,581K,0.95,1.13,7.21%,2.41%,5.14%,27.87bpm
income_tax / cashflow_invst,2013,1461.0,1174.0,-1.57M,-1.31,-2.45,-15.71%,12.74%,4.48%,-69.65bpm
income_tax / cashflow_invst,2014,1509.0,1117.0,382K,0.48,0.48,3.82%,2.82%,3.94%,19.24bpm
income_tax / cashflow_invst,2015,1469.0,1144.0,555K,0.65,0.7,5.55%,3.36%,4.81%,22.89bpm
income_tax / cashflow_invst,2016,1362.0,1268.0,144K,0.21,0.11,1.44%,2.46%,4.66%,6.12bpm
income_tax / cashflow_invst,2017,1330.0,1280.0,264K,4.56,16.05,22.19%,0.42%,1.79%,246.39bpm
income_tax / cashflow_invst,2012-2017,1452.0,1180.0,355K,0.08,0.03,0.72%,12.74%,4.51%,3.17bpm
cashflow_invst / income_tax,2012,1422.0,1071.0,1.29M,1.75,2.78,16.03%,3.09%,6.36%,49.99bpm
cashflow_invst / income_tax,2013,1396.0,1062.0,570K,0.51,0.51,5.70%,3.65%,5.58%,20.28bpm
cashflow_invst / income_tax,2014,1384.0,1045.0,143K,0.22,0.1,1.43%,3.82%,6.22%,4.57bpm
cashflow_invst / income_tax,2015,1313.0,1091.0,1.22M,1.27,1.73,12.22%,4.78%,6.57%,36.92bpm
cashflow_invst / income_tax,2016,1362.0,1065.0,-455K,-0.49,-0.43,-4.55%,6.95%,5.69%,-15.87bpm
cashflow_invst / income_tax,2017,1389.0,1007.0,69.6K,0.78,1.3,5.85%,1.06%,2.08%,55.90bpm
cashflow_invst / income_tax,2012-2017,1374.0,1065.0,2.84M,0.62,0.61,5.77%,6.95%,5.98%,19.16bpm
interest_expense / cashflow_invst,2012,1208.0,941.0,572K,0.77,0.89,7.10%,4.59%,5.31%,26.55bpm
interest_expense / cashflow_invst,2013,1241.0,900.0,-775K,-0.68,-0.92,-7.75%,8.97%,4.26%,-36.11bpm
interest_expense / cashflow_invst,2014,1354.0,798.0,407K,0.34,0.28,4.07%,6.90%,6.05%,13.33bpm
interest_expense / cashflow_invst,2015,1299.0,846.0,-311K,-0.31,-0.22,-3.11%,5.33%,6.25%,-9.87bpm
interest_expense / cashflow_invst,2016,1265.0,872.0,-1.19M,-1.12,-1.88,-11.94%,10.85%,4.22%,-56.05bpm
interest_expense / cashflow_invst,2017,1297.0,881.0,-476K,-6.53,-30.64,-39.97%,2.69%,1.81%,-437.44bpm
interest_expense / cashflow_invst,2012-2017,1277.0,869.0,-1.78M,-0.34,-0.28,-3.61%,15.73%,5.13%,-13.95bpm
cashflow_invst / interest_expense,2012,1365.0,621.0,725K,1.21,1.43,9.00%,2.89%,6.45%,27.69bpm
cashflow_invst / interest_expense,2013,1376.0,607.0,-678K,-0.82,-0.98,-6.78%,6.05%,4.74%,-28.38bpm
cashflow_invst / interest_expense,2014,1315.0,690.0,-735K,-0.68,-0.81,-7.35%,5.97%,5.17%,-28.25bpm
cashflow_invst / interest_expense,2015,1339.0,659.0,-1.08M,-1.04,-1.41,-10.80%,6.00%,5.91%,-36.25bpm
cashflow_invst / interest_expense,2016,1314.0,694.0,86.2K,0.09,0.04,0.86%,3.95%,4.31%,3.97bpm
cashflow_invst / interest_expense,2017,1351.0,695.0,231K,2.39,7.63,19.37%,1.07%,1.90%,201.88bpm
cashflow_invst / interest_expense,2012-2017,1341.0,656.0,-1.45M,-0.31,-0.23,-2.95%,18.73%,5.19%,-11.27bpm
inventory / cashflow_invst,2012,1376.0,934.0,2.72M,3.08,8.65,33.81%,3.70%,4.29%,156.27bpm
inventory / cashflow_invst,2013,1420.0,868.0,-855K,-0.77,-1.14,-8.55%,8.17%,3.89%,-43.68bpm
inventory / cashflow_invst,2014,1407.0,880.0,120K,0.12,0.07,1.20%,4.02%,3.51%,6.77bpm
inventory / cashflow_invst,2015,1397.0,902.0,612K,0.9,1.06,6.12%,2.07%,4.44%,27.34bpm
inventory / cashflow_invst,2016,1412.0,900.0,-559K,-0.66,-0.77,-5.59%,5.31%,4.10%,-27.06bpm
inventory / cashflow_invst,2017,1500.0,847.0,34.1K,0.54,0.69,2.87%,0.60%,1.79%,31.72bpm
inventory / cashflow_invst,2012-2017,1406.0,894.0,2.07M,0.44,0.46,4.21%,8.53%,3.98%,20.99bpm
cashflow_invst / inventory,2012,1170.0,638.0,-287K,-0.34,-0.26,-3.56%,3.92%,6.21%,-11.37bpm
cashflow_invst / inventory,2013,1113.0,646.0,794K,0.66,0.75,7.94%,5.14%,6.15%,25.62bpm
cashflow_invst / inventory,2014,1064.0,625.0,796K,1.25,1.61,7.96%,2.60%,4.81%,32.79bpm
cashflow_invst / inventory,2015,1084.0,589.0,1.09M,1.02,1.41,10.88%,5.46%,5.72%,37.71bpm
cashflow_invst / inventory,2016,1093.0,599.0,-883K,-0.76,-1.0,-8.83%,13.91%,5.17%,-33.89bpm
cashflow_invst / inventory,2017,1061.0,624.0,687K,4.65,13.8,57.69%,0.84%,6.56%,174.37bpm
cashflow_invst / inventory,2012-2017,1101.0,619.0,2.19M,0.43,0.38,4.46%,13.91%,5.61%,15.75bpm
inventory_turnover / cashflow_invst,2012,1556.0,751.0,2.12M,1.56,3.2,26.33%,4.46%,6.27%,83.28bpm
inventory_turnover / cashflow_invst,2013,1551.0,733.0,-1.53M,-0.76,-1.21,-15.29%,11.91%,5.98%,-50.70bpm
inventory_turnover / cashflow_invst,2014,1515.0,768.0,-1.03M,-0.57,-0.77,-10.25%,13.89%,5.61%,-36.29bpm
inventory_turnover / cashflow_invst,2015,1570.0,726.0,-535K,-0.3,-0.25,-5.35%,9.18%,7.52%,-14.13bpm
inventory_turnover / cashflow_invst,2016,1607.0,702.0,-239K,-0.08,-0.05,-2.39%,18.08%,6.01%,-7.88bpm
inventory_turnover / cashflow_invst,2017,1609.0,732.0,-82.5K,-0.84,-1.36,-6.93%,1.75%,2.63%,-52.33bpm
inventory_turnover / cashflow_invst,2012-2017,1561.0,735.0,-1.29M,-0.12,-0.08,-2.62%,28.85%,6.19%,-8.40bpm
cashflow_invst / inventory_turnover,2012,1192.0,610.0,30.6K,0.05,0.01,0.38%,3.26%,5.81%,1.30bpm
cashflow_invst / inventory_turnover,2013,1203.0,550.0,62.6K,0.09,0.03,0.63%,3.46%,5.75%,2.16bpm
cashflow_invst / inventory_turnover,2014,1110.0,576.0,-1.20M,-1.76,-2.21,-11.98%,7.97%,7.62%,-31.17bpm
cashflow_invst / inventory_turnover,2015,1127.0,542.0,148K,0.26,0.13,1.48%,2.17%,6.14%,4.79bpm
cashflow_invst / inventory_turnover,2016,1114.0,572.0,-523K,-0.56,-0.57,-5.23%,5.04%,4.99%,-20.79bpm
cashflow_invst / inventory_turnover,2017,1094.0,582.0,-36.8K,-0.44,-0.3,-3.09%,1.41%,6.71%,-9.15bpm
cashflow_invst / inventory_turnover,2012-2017,1146.0,569.0,-1.52M,-0.42,-0.3,-3.08%,10.65%,6.09%,-10.03bpm
invested_capital / cashflow_invst,2012,1388.0,1202.0,452K,0.97,1.0,5.61%,1.36%,5.26%,21.16bpm
invested_capital / cashflow_invst,2013,1471.0,1100.0,-1.11M,-0.87,-1.48,-11.08%,8.01%,3.80%,-57.86bpm
invested_capital / cashflow_invst,2014,1516.0,1044.0,1.34M,1.05,1.69,13.38%,4.74%,5.13%,51.70bpm
invested_capital / cashflow_invst,2015,1496.0,1058.0,-206K,-0.15,-0.1,-2.06%,7.55%,4.89%,-8.37bpm
invested_capital / cashflow_invst,2016,1451.0,1123.0,1.24M,1.2,2.09,12.43%,4.21%,4.10%,60.14bpm
invested_capital / cashflow_invst,2017,1454.0,1122.0,-374K,-5.01,-20.43,-31.38%,2.00%,1.89%,-330.03bpm
invested_capital / cashflow_invst,2012-2017,1467.0,1102.0,1.34M,0.24,0.18,2.73%,8.69%,4.55%,11.92bpm
cashflow_invst / invested_capital,2012,1445.0,1168.0,623K,1.71,2.26,7.73%,1.91%,4.42%,34.69bpm
cashflow_invst / invested_capital,2013,1456.0,1140.0,1.19M,2.0,3.56,11.89%,2.27%,3.75%,62.96bpm
cashflow_invst / invested_capital,2014,1463.0,1121.0,-320K,-0.62,-0.54,-3.20%,3.84%,4.29%,-14.81bpm
cashflow_invst / invested_capital,2015,1487.0,1093.0,-898K,-2.0,-2.84,-8.98%,4.72%,4.49%,-39.70bpm
cashflow_invst / invested_capital,2016,1450.0,1149.0,466K,0.86,0.92,4.66%,2.06%,4.09%,22.63bpm
cashflow_invst / invested_capital,2017,1470.0,1130.0,98.2K,0.94,1.68,8.25%,1.02%,2.59%,63.30bpm
cashflow_invst / invested_capital,2012-2017,1461.0,1133.0,1.16M,0.44,0.33,2.35%,7.97%,4.16%,11.22bpm
liabilities / cashflow_invst,2012,1448.0,1182.0,778K,0.99,1.71,9.65%,2.82%,3.26%,58.72bpm
liabilities / cashflow_invst,2013,1498.0,1108.0,-1.67M,-1.79,-4.13,-16.73%,9.61%,3.15%,-105.54bpm
liabilities / cashflow_invst,2014,1554.0,1038.0,-404K,-0.36,-0.33,-4.04%,6.83%,4.81%,-16.68bpm
liabilities / cashflow_invst,2015,1504.0,1081.0,-101K,-0.13,-0.06,-1.01%,4.97%,4.98%,-4.03bpm
liabilities / cashflow_invst,2016,1494.0,1108.0,-771K,-0.97,-1.43,-7.71%,7.84%,3.56%,-42.95bpm
liabilities / cashflow_invst,2017,1500.0,1091.0,-252K,-5.02,-15.44,-21.19%,1.42%,2.24%,-187.53bpm
liabilities / cashflow_invst,2012-2017,1502.0,1100.0,-2.42M,-0.54,-0.6,-4.92%,17.72%,3.94%,-24.81bpm
cashflow_invst / liabilities,2012,1558.0,1095.0,296K,0.7,0.66,3.67%,1.72%,4.09%,17.79bpm
cashflow_invst / liabilities,2013,1559.0,1072.0,1.45M,2.03,4.22,14.47%,2.38%,3.36%,85.50bpm
cashflow_invst / liabilities,2014,1596.0,1020.0,-1.23M,-1.14,-2.15,-12.26%,10.67%,3.45%,-70.45bpm
cashflow_invst / liabilities,2015,1569.0,1041.0,-450K,-0.46,-0.51,-4.50%,4.52%,3.73%,-23.92bpm
cashflow_invst / liabilities,2016,1568.0,1057.0,418K,0.34,0.33,4.18%,7.44%,4.47%,18.57bpm
cashflow_invst / liabilities,2017,1552.0,1061.0,-242K,-2.56,-9.64,-20.29%,1.77%,1.43%,-281.11bpm
cashflow_invst / liabilities,2012-2017,1570.0,1056.0,243K,0.05,0.02,0.49%,15.26%,3.75%,2.61bpm
liabilities_curr / cashflow_invst,2012,1205.0,884.0,1.36M,2.01,3.74,16.83%,1.78%,4.86%,68.68bpm
liabilities_curr / cashflow_invst,2013,1214.0,866.0,-1.05M,-0.79,-1.28,-10.54%,12.14%,4.08%,-51.27bpm
liabilities_curr / cashflow_invst,2014,1206.0,866.0,26.2K,0.02,0.0,0.26%,8.80%,6.05%,0.86bpm
liabilities_curr / cashflow_invst,2015,1197.0,838.0,115K,0.1,0.04,1.15%,6.70%,6.98%,3.26bpm
liabilities_curr / cashflow_invst,2016,1165.0,841.0,-10.5K,-0.01,0.0,-0.11%,5.80%,4.27%,-0.49bpm
liabilities_curr / cashflow_invst,2017,1193.0,832.0,-38.6K,-0.58,-0.56,-3.24%,1.11%,3.53%,-18.20bpm
liabilities_curr / cashflow_invst,2012-2017,1197.0,857.0,393K,0.07,0.03,0.80%,13.85%,5.22%,3.03bpm
cashflow_invst / liabilities_curr,2012,1252.0,840.0,-135K,-0.34,-0.21,-1.68%,3.14%,4.23%,-7.85bpm
cashflow_invst / liabilities_curr,2013,1259.0,822.0,1.28M,2.33,4.5,12.77%,2.35%,3.42%,73.99bpm
cashflow_invst / liabilities_curr,2014,1261.0,814.0,-355K,-0.6,-0.62,-3.55%,3.59%,3.26%,-21.57bpm
cashflow_invst / liabilities_curr,2015,1261.0,778.0,-98.9K,-0.14,-0.07,-0.99%,3.04%,3.85%,-5.09bpm
cashflow_invst / liabilities_curr,2016,1247.0,761.0,-156K,-0.23,-0.15,-1.56%,5.04%,3.79%,-8.17bpm
cashflow_invst / liabilities_curr,2017,1245.0,781.0,2.12K,0.03,0.01,0.18%,1.25%,1.63%,2.17bpm
cashflow_invst / liabilities_curr,2012-2017,1256.0,801.0,535K,0.18,0.1,1.09%,6.20%,3.64%,5.91bpm
operating_expense / cashflow_invst,2012,1463.0,1173.0,1.82M,2.4,6.11,22.61%,2.95%,3.49%,128.46bpm
operating_expense / cashflow_invst,2013,1539.0,1072.0,-874K,-0.67,-1.0,-8.74%,12.03%,3.95%,-43.96bpm
operating_expense / cashflow_invst,2014,1569.0,1029.0,-147K,-0.1,-0.06,-1.47%,6.06%,4.80%,-6.08bpm
operating_expense / cashflow_invst,2015,1515.0,1075.0,637K,0.6,0.66,6.37%,5.01%,5.22%,24.21bpm
operating_expense / cashflow_invst,2016,1485.0,1121.0,112K,0.11,0.06,1.12%,7.33%,3.55%,6.26bpm
operating_expense / cashflow_invst,2017,1473.0,1119.0,-83.5K,-1.44,-2.85,-7.01%,0.77%,1.79%,-77.80bpm
operating_expense / cashflow_invst,2012-2017,1515.0,1091.0,1.47M,0.25,0.21,2.98%,12.03%,4.17%,14.15bpm
cashflow_invst / operating_expense,2012,1568.0,1087.0,614K,1.11,1.63,7.62%,4.10%,3.53%,42.87bpm
cashflow_invst / operating_expense,2013,1568.0,1065.0,1.97M,2.68,6.79,19.71%,1.20%,3.08%,127.16bpm
cashflow_invst / operating_expense,2014,1601.0,1021.0,-259K,-0.65,-0.54,-2.59%,3.57%,3.65%,-14.06bpm
cashflow_invst / operating_expense,2015,1623.0,992.0,662K,1.02,1.23,6.62%,2.08%,4.59%,28.64bpm
cashflow_invst / operating_expense,2016,1616.0,1014.0,-145K,-0.36,-0.23,-1.45%,2.63%,3.53%,-8.15bpm
cashflow_invst / operating_expense,2017,1589.0,1025.0,-142K,-3.67,-7.8,-11.96%,0.96%,2.65%,-89.60bpm
cashflow_invst / operating_expense,2012-2017,1596.0,1034.0,2.70M,0.93,1.14,5.48%,4.15%,3.66%,29.76bpm
operating_income / cashflow_invst,2012,1346.0,1282.0,-56.4K,-0.06,-0.02,-0.70%,5.06%,4.92%,-2.83bpm
operating_income / cashflow_invst,2013,1381.0,1225.0,403K,0.27,0.24,4.03%,5.15%,5.31%,15.05bpm
operating_income / cashflow_invst,2014,1387.0,1208.0,665K,0.3,0.29,6.65%,8.06%,6.73%,19.61bpm
operating_income / cashflow_invst,2015,1350.0,1233.0,-492K,-0.29,-0.23,-4.92%,10.39%,7.26%,-13.46bpm
operating_income / cashflow_invst,2016,1239.0,1357.0,-387K,-0.22,-0.22,-3.87%,8.60%,4.03%,-19.06bpm
operating_income / cashflow_invst,2017,1235.0,1344.0,89.3K,0.77,1.29,7.50%,1.60%,2.67%,55.66bpm
operating_income / cashflow_invst,2012-2017,1338.0,1262.0,222K,0.03,0.01,0.45%,14.33%,5.61%,1.59bpm
cashflow_invst / operating_income,2012,1504.0,1144.0,-993K,-1.66,-2.29,-12.33%,5.47%,6.44%,-38.01bpm
cashflow_invst / operating_income,2013,1452.0,1176.0,253K,0.35,0.23,2.53%,3.14%,5.66%,8.86bpm
cashflow_invst / operating_income,2014,1406.0,1213.0,-18.9K,-0.03,-0.01,-0.19%,3.13%,5.44%,-0.69bpm
cashflow_invst / operating_income,2015,1446.0,1161.0,-703K,-0.59,-0.62,-7.03%,10.28%,6.36%,-21.93bpm
cashflow_invst / operating_income,2016,1432.0,1189.0,122K,0.09,0.04,1.22%,6.37%,6.28%,3.84bpm
cashflow_invst / operating_income,2017,1465.0,1137.0,397K,2.7,8.93,33.37%,0.62%,3.06%,216.62bpm
cashflow_invst / operating_income,2012-2017,1446.0,1177.0,-944K,-0.2,-0.11,-1.92%,10.28%,5.95%,-6.39bpm
ppent / cashflow_invst,2012,1311.0,1137.0,558K,1.13,1.49,6.93%,3.02%,3.93%,34.95bpm
ppent / cashflow_invst,2013,1323.0,1093.0,-693K,-0.49,-0.64,-6.93%,9.68%,4.04%,-34.08bpm
ppent / cashflow_invst,2014,1373.0,1025.0,-739K,-0.84,-1.12,-7.39%,5.47%,4.12%,-35.57bpm
ppent / cashflow_invst,2015,1357.0,1026.0,401K,0.32,0.25,4.01%,8.27%,6.57%,12.11bpm
ppent / cashflow_invst,2016,1273.0,1119.0,1.03M,1.02,1.44,10.31%,2.61%,5.12%,39.93bpm
ppent / cashflow_invst,2017,1256.0,1141.0,-225K,-1.99,-7.8,-18.88%,1.69%,1.22%,-306.01bpm
ppent / cashflow_invst,2012-2017,1326.0,1079.0,333K,0.06,0.02,0.68%,16.13%,4.70%,2.85bpm
cashflow_invst / ppent,2012,1496.0,922.0,-745K,-0.77,-0.93,-9.25%,6.17%,6.29%,-29.17bpm
cashflow_invst / ppent,2013,1506.0,876.0,1.92M,1.74,3.31,19.21%,2.62%,5.35%,71.29bpm
cashflow_invst / ppent,2014,1504.0,858.0,-1.68M,-0.94,-1.62,-16.82%,11.83%,5.65%,-59.09bpm
cashflow_invst / ppent,2015,1531.0,821.0,-112K,-0.08,-0.04,-1.12%,8.19%,5.44%,-4.08bpm
cashflow_invst / ppent,2016,1513.0,846.0,780K,0.61,0.74,7.80%,3.74%,5.23%,29.60bpm
cashflow_invst / ppent,2017,1507.0,846.0,692K,2.96,14.39,58.16%,1.38%,2.47%,467.46bpm
cashflow_invst / ppent,2012-2017,1510.0,862.0,854K,0.12,0.07,1.73%,13.11%,5.49%,6.27bpm
pretax_income / cashflow_invst,2012,1343.0,1316.0,-1.58M,-1.65,-3.25,-19.63%,9.18%,5.06%,-77.03bpm
pretax_income / cashflow_invst,2013,1359.0,1272.0,492K,0.31,0.29,4.92%,7.08%,5.59%,17.46bpm
pretax_income / cashflow_invst,2014,1366.0,1258.0,662K,0.26,0.25,6.62%,10.16%,7.36%,17.85bpm
pretax_income / cashflow_invst,2015,1342.0,1269.0,-602K,-0.34,-0.31,-6.02%,11.31%,7.36%,-16.23bpm
pretax_income / cashflow_invst,2016,1274.0,1352.0,-280K,-0.16,-0.13,-2.80%,8.57%,4.31%,-12.87bpm
pretax_income / cashflow_invst,2017,1246.0,1360.0,205K,1.66,4.18,17.24%,1.37%,2.71%,126.10bpm
pretax_income / cashflow_invst,2012-2017,1334.0,1294.0,-1.10M,-0.12,-0.08,-2.24%,15.03%,5.89%,-7.55bpm
cashflow_invst / pretax_income,2012,1440.0,1241.0,9.17K,0.02,0.0,0.11%,4.18%,5.59%,0.40bpm
cashflow_invst / pretax_income,2013,1349.0,1307.0,-404K,-0.69,-0.6,-4.04%,3.10%,5.31%,-15.09bpm
cashflow_invst / pretax_income,2014,1398.0,1251.0,129K,0.22,0.1,1.29%,3.29%,5.93%,4.32bpm
cashflow_invst / pretax_income,2015,1461.0,1176.0,-825K,-1.43,-1.77,-8.25%,6.14%,5.37%,-30.48bpm
cashflow_invst / pretax_income,2016,1435.0,1216.0,-154K,-0.21,-0.12,-1.54%,2.81%,5.05%,-6.07bpm
cashflow_invst / pretax_income,2017,1327.0,1301.0,166K,3.29,7.67,13.94%,0.38%,2.56%,108.06bpm
cashflow_invst / pretax_income,2012-2017,1413.0,1240.0,-1.08M,-0.34,-0.22,-2.19%,8.23%,5.38%,-8.09bpm
rd_expense / cashflow_invst,2012,917.0,979.0,24.1K,0.02,0.0,0.30%,5.73%,13.71%,0.43bpm
rd_expense / cashflow_invst,2013,921.0,966.0,576K,0.4,0.3,5.76%,5.20%,10.43%,10.95bpm
rd_expense / cashflow_invst,2014,862.0,995.0,-1.55M,-0.85,-1.03,-15.53%,10.33%,10.53%,-29.27bpm
rd_expense / cashflow_invst,2015,895.0,934.0,3.98M,2.09,3.77,39.82%,5.14%,12.26%,64.46bpm
rd_expense / cashflow_invst,2016,916.0,922.0,-1.57M,-0.8,-1.07,-15.69%,10.91%,8.80%,-35.39bpm
rd_expense / cashflow_invst,2017,979.0,891.0,73.9K,0.47,0.44,6.21%,2.37%,7.22%,17.08bpm
rd_expense / cashflow_invst,2012-2017,903.0,957.0,1.53M,0.18,0.1,3.11%,13.27%,10.95%,5.64bpm
cashflow_invst / rd_expense,2012,692.0,697.0,-35.5K,-0.1,-0.02,-0.44%,1.71%,8.50%,-1.03bpm
cashflow_invst / rd_expense,2013,687.0,692.0,725K,1.42,1.41,7.25%,1.35%,7.31%,19.68bpm
cashflow_invst / rd_expense,2014,645.0,688.0,235K,0.45,0.26,2.35%,1.42%,7.36%,6.33bpm
cashflow_invst / rd_expense,2015,655.0,645.0,-455K,-0.99,-0.75,-4.55%,2.96%,7.93%,-11.38bpm
cashflow_invst / rd_expense,2016,654.0,649.0,-437K,-0.76,-0.57,-4.37%,5.41%,7.80%,-11.12bpm
cashflow_invst / rd_expense,2017,678.0,681.0,64.3K,1.25,1.5,5.40%,1.04%,3.75%,28.57bpm
cashflow_invst / rd_expense,2012-2017,666.0,673.0,96.6K,0.04,0.01,0.20%,5.93%,7.65%,0.51bpm
receivable / cashflow_invst,2012,1399.0,1138.0,1.02M,1.11,2.28,12.64%,3.06%,3.01%,83.41bpm
receivable / cashflow_invst,2013,1479.0,1024.0,-2.10M,-2.2,-5.14,-20.98%,11.20%,3.85%,-108.18bpm
receivable / cashflow_invst,2014,1485.0,1010.0,-175K,-0.31,-0.22,-1.75%,3.83%,3.39%,-10.25bpm
receivable / cashflow_invst,2015,1439.0,1048.0,-356K,-0.55,-0.51,-3.56%,4.02%,4.15%,-17.05bpm
receivable / cashflow_invst,2016,1448.0,1055.0,-740K,-1.1,-1.5,-7.40%,5.75%,3.96%,-37.10bpm
